,Q,PS,TS
1980-11-16,25.0,0.0,0.5
1980-11-17,25.42,9.9,1.4
1980-11-18,36.5,6.6,1.5
1980-11-19,30.4,0.0,-1.0
1980-11-20,28.7,0.0,2.7
1980-11-21,28.3,0.0,1.6
1980-11-22,27.0,0.0,2.5
1980-11-23,25.42,0.0,2.9
1980-11-24,25.4,0.0,2.3
1980-11-25,25.8,0.0,-1.5
1980-11-26,26.62,8.4,-5.0
1980-11-27,25.8,3.2,-4.9
1980-11-28,24.6,2.3,-6.2
1980-11-29,23.48,0.2,-9.1
1980-11-30,21.1,0.0,-8.8
1980-12-01,21.5,0.0,-9.8
1980-12-02,21.7,0.2,-11.5
1980-12-03,22.0,0.2,-9.4
1980-12-04,21.7,0.4,-6.5
1980-12-05,21.47,1.9,-7.6
1980-12-06,21.5,1.9,-5.7
1980-12-07,20.0,0.2,-8.3
1980-12-08,19.41,0.0,-11.2
1980-12-09,19.7,0.0,-10.3
1980-12-10,19.7,0.0,-8.1
1980-12-11,19.69,0.0,-4.2
1980-12-12,19.7,0.0,-3.6
1980-12-13,19.7,0.0,-3.0
1980-12-14,18.86,0.0,-3.9
1980-12-15,19.7,9.0,-4.8
1980-12-16,19.7,0.0,-4.3
1980-12-17,19.69,0.8,-3.6
1980-12-18,19.4,0.5,-8.2
1980-12-19,19.1,0.0,-9.6
1980-12-20,19.41,12.1,-8.9
1980-12-21,18.9,4.2,-5.6
1980-12-22,18.0,0.0,-5.3
1980-12-23,18.59,0.0,-5.1
1980-12-24,18.6,0.0,-3.6
1980-12-25,18.6,0.0,-0.2
1980-12-26,18.59,0.4,-6.2
1980-12-27,18.0,0.0,-9.2
1980-12-28,17.0,0.0,-6.2
1980-12-29,17.27,0.0,-3.6
1980-12-30,17.8,0.0,-2.8
1980-12-31,17.8,0.0,-1.3
1981-01-01,17.42,0.0,-4.9
1981-01-02,17.2,0.0,-4.6
1981-01-03,17.3,9.2,-4.5
1981-01-04,17.01,8.4,-3.7
1981-01-05,16.8,2.7,-7.8
1981-01-06,17.1,13.9,-10.9
1981-01-07,16.96,0.5,-10.9
1981-01-08,16.6,0.0,-12.9
1981-01-09,16.6,0.0,-14.8
1981-01-10,16.85,0.0,-10.0
1981-01-11,16.2,0.0,-6.4
1981-01-12,15.8,5.0,-7.1
1981-01-13,16.46,0.4,-7.8
1981-01-14,15.6,12.9,-12.1
1981-01-15,16.5,8.2,-10.3
1981-01-16,16.37,3.9,-9.3
1981-01-17,16.2,5.2,-8.4
1981-01-18,15.7,1.6,-5.9
1981-01-19,15.48,16.8,-9.4
1981-01-20,16.4,8.7,-6.2
1981-01-21,15.5,0.0,-10.4
1981-01-22,15.61,0.0,-11.6
1981-01-23,15.7,0.0,-11.3
1981-01-24,15.5,0.0,-5.8
1981-01-25,15.15,0.0,-7.5
1981-01-26,15.1,0.0,-8.3
1981-01-27,15.5,0.0,-8.6
1981-01-28,15.44,0.0,-10.1
1981-01-29,15.5,0.0,-7.2
1981-01-30,15.3,0.0,-6.2
1981-01-31,15.48,0.0,-3.4
1981-02-01,14.9,0.0,-3.0
1981-02-02,14.9,0.0,-3.4
1981-02-03,15.56,6.5,-4.4
1981-02-04,16.0,4.3,-4.2
1981-02-05,15.6,0.2,-8.4
1981-02-06,15.4,0.0,-5.7
1981-02-07,15.3,0.0,-5.2
1981-02-08,14.9,0.0,-2.0
1981-02-09,15.35,0.0,-4.1
1981-02-10,16.1,0.2,-3.0
1981-02-11,15.8,0.0,-8.6
1981-02-12,15.65,0.0,-7.8
1981-02-13,15.3,0.0,-7.0
1981-02-14,15.0,0.0,-7.8
1981-02-15,14.82,0.0,-8.1
1981-02-16,14.9,0.0,-7.2
1981-02-17,15.5,0.6,-7.5
1981-02-18,15.27,0.8,-8.0
1981-02-19,14.7,0.0,-8.9
1981-02-20,14.5,0.0,-8.2
1981-02-21,14.5,0.0,-10.1
1981-02-22,13.8,0.9,-10.8
1981-02-23,14.0,0.3,-6.9
1981-02-24,14.14,2.6,-8.2
1981-02-25,14.2,0.0,-5.0
1981-02-26,13.9,0.0,-5.3
1981-02-27,13.94,1.0,-6.8
1981-02-28,14.1,3.5,-6.2
1981-03-01,13.6,0.2,-4.5
1981-03-02,13.21,1.8,-1.8
1981-03-03,14.5,11.2,-5.1
1981-03-04,14.5,0.0,-3.7
1981-03-05,14.06,0.0,-2.9
1981-03-06,14.5,4.7,-5.2
1981-03-07,14.5,0.0,-0.6
1981-03-08,14.46,2.2,-3.6
1981-03-09,14.5,0.0,1.0
1981-03-10,16.1,0.0,2.6
1981-03-11,19.13,0.9,4.9
1981-03-12,31.8,25.2,1.8
1981-03-13,34.6,0.3,-1.6
1981-03-14,26.62,0.0,-1.3
1981-03-15,22.0,6.5,-4.8
1981-03-16,20.2,0.0,-4.2
1981-03-17,19.69,1.0,-4.8
1981-03-18,18.6,0.0,-7.7
1981-03-19,18.0,0.0,-3.0
1981-03-20,18.0,0.0,1.6
1981-03-21,18.0,0.0,1.8
1981-03-22,17.5,1.8,-1.5
1981-03-23,17.52,6.3,0.6
1981-03-24,20.2,0.0,5.3
1981-03-25,25.0,3.1,7.5
1981-03-26,39.5,10.9,5.4
1981-03-27,42.7,0.0,5.1
1981-03-28,38.5,4.7,5.5
1981-03-29,36.49,11.0,3.7
1981-03-30,37.5,7.9,1.0
1981-03-31,38.5,61.2,1.5
1981-04-01,60.52,67.1,2.4
1981-04-02,83.4,2.2,3.0
1981-04-03,70.0,0.0,3.3
1981-04-04,61.98,0.0,5.2
1981-04-05,57.7,0.0,4.6
1981-04-06,57.7,1.7,4.1
1981-04-07,53.59,0.4,5.2
1981-04-08,52.3,0.4,6.3
1981-04-09,53.6,0.3,7.2
1981-04-10,61.98,3.5,8.7
1981-04-11,75.0,7.0,5.6
1981-04-12,83.4,0.0,7.0
1981-04-13,85.15,0.0,8.6
1981-04-14,85.2,0.0,5.5
1981-04-15,85.2,0.0,4.9
1981-04-16,80.01,0.0,5.4
1981-04-17,76.7,0.1,3.6
1981-04-18,73.2,0.3,1.0
1981-04-19,66.7,0.2,-1.9
1981-04-20,60.5,5.9,0.2
1981-04-21,59.1,0.0,1.1
1981-04-22,54.92,4.3,3.0
1981-04-23,53.6,0.1,2.3
1981-04-24,52.3,2.1,1.0
1981-04-25,49.75,7.6,0.7
1981-04-26,47.3,14.0,-4.2
1981-04-27,46.1,0.0,-2.8
1981-04-28,44.98,0.0,-1.9
1981-04-29,43.9,0.0,0.1
1981-04-30,42.7,0.0,2.0
1981-05-01,43.73,0.2,3.8
1981-05-02,47.7,4.0,3.5
1981-05-03,48.8,0.4,2.3
1981-05-04,47.68,5.7,-1.7
1981-05-05,46.5,0.0,0.2
1981-05-06,44.9,0.0,3.1
1981-05-07,47.21,0.0,7.1
1981-05-08,50.5,0.1,8.6
1981-05-09,52.9,1.4,6.9
1981-05-10,57.95,34.1,5.7
1981-05-11,62.0,2.7,1.4
1981-05-12,57.2,2.4,1.1
1981-05-13,54.12,1.5,2.5
1981-05-14,52.9,9.0,3.9
1981-05-15,52.9,2.8,4.0
1981-05-16,53.46,3.3,4.7
1981-05-17,53.5,0.0,5.3
1981-05-18,56.7,0.0,5.8
1981-05-19,61.98,0.0,7.9
1981-05-20,70.8,0.0,9.1
1981-05-21,76.7,9.4,9.2
1981-05-22,102.0,0.1,6.5
1981-05-23,113.9,1.6,6.6
1981-05-24,112.9,9.0,9.0
1981-05-25,131.95,42.4,3.3
1981-05-26,158.0,29.2,1.4
1981-05-27,134.4,2.2,2.3
1981-05-28,106.29,1.0,1.2
1981-05-29,93.6,7.1,6.8
1981-05-30,105.3,0.4,7.0
1981-05-31,113.0,0.1,10.0
1981-06-01,149.0,0.0,13.9
1981-06-02,185.3,0.0,14.1
1981-06-03,207.38,3.7,9.7
1981-06-04,190.1,0.0,6.5
1981-06-05,151.9,0.0,6.5
1981-06-06,148.1,0.0,10.2
1981-06-07,166.2,0.0,11.5
1981-06-08,170.1,0.0,12.9
1981-06-09,172.92,4.6,12.6
1981-06-10,175.7,0.0,12.3
1981-06-11,171.0,0.0,14.1
1981-06-12,161.53,0.0,14.6
1981-06-13,161.5,0.0,13.4
1981-06-14,156.7,0.0,14.8
1981-06-15,166.15,0.0,15.8
1981-06-16,163.4,0.0,16.0
1981-06-17,143.2,0.0,9.2
1981-06-18,110.32,0.0,5.3
1981-06-19,95.6,0.0,6.6
1981-06-20,85.0,0.0,6.6
1981-06-21,78.55,0.0,6.9
1981-06-22,72.6,7.1,5.4
1981-06-23,71.0,2.7,5.3
1981-06-24,63.94,3.6,7.8
1981-06-25,63.9,7.1,5.8
1981-06-26,63.9,1.2,6.5
1981-06-27,59.92,26.4,7.0
1981-06-28,99.3,51.7,4.0
1981-06-29,147.0,0.0,5.9
1981-06-30,110.32,0.0,5.8
1981-07-01,97.5,0.0,9.1
1981-07-02,91.8,13.7,12.9
1981-07-03,118.24,15.0,8.9
1981-07-04,117.4,0.0,7.2
1981-07-05,95.6,1.0,10.3
1981-07-06,88.37,1.0,11.1
1981-07-07,85.0,0.0,11.9
1981-07-08,90.1,25.4,12.8
1981-07-09,91.85,4.0,12.6
1981-07-10,88.4,8.6,12.2
1981-07-11,88.4,3.0,11.2
1981-07-12,80.12,0.5,11.1
1981-07-13,80.1,2.7,11.2
1981-07-14,80.1,0.0,10.7
1981-07-15,77.15,0.0,11.2
1981-07-16,74.0,0.0,12.1
1981-07-17,72.6,41.6,13.3
1981-07-18,122.48,8.0,3.2
1981-07-19,97.5,0.2,4.7
1981-07-20,77.2,0.0,6.5
1981-07-21,72.62,0.0,9.6
1981-07-22,72.6,3.3,11.3
1981-07-23,72.6,18.5,5.6
1981-07-24,93.1,7.5,7.0
1981-07-25,80.1,0.0,4.9
1981-07-26,72.6,0.0,4.9
1981-07-27,63.94,0.0,6.6
1981-07-28,61.2,0.0,8.1
1981-07-29,59.9,0.0,12.3
1981-07-30,61.24,0.0,13.9
1981-07-31,62.6,0.0,15.6
1981-08-01,61.2,0.0,13.8
1981-08-02,60.84,17.8,10.4
1981-08-03,63.9,0.0,13.6
1981-08-04,62.6,0.0,16.8
1981-08-05,63.94,3.9,18.1
1981-08-06,65.3,1.4,15.8
1981-08-07,61.2,3.5,15.0
1981-08-08,59.92,9.1,13.8
1981-08-09,58.6,0.0,10.7
1981-08-10,52.4,1.1,9.3
1981-08-11,52.4,3.7,9.4
1981-08-12,48.8,0.0,8.9
1981-08-13,46.6,0.0,11.4
1981-08-14,46.6,0.0,12.9
1981-08-15,46.6,0.0,14.0
1981-08-16,46.6,0.0,14.3
1981-08-17,46.6,0.0,13.1
1981-08-18,46.6,0.0,11.9
1981-08-19,45.4,0.0,12.2
1981-08-20,44.3,0.2,12.2
1981-08-21,44.3,0.0,9.1
1981-08-22,42.2,0.0,9.1
1981-08-23,40.0,0.0,9.5
1981-08-24,38.0,0.0,9.1
1981-08-25,39.0,0.0,9.8
1981-08-26,38.0,0.0,9.9
1981-08-27,38.0,0.0,10.4
1981-08-28,38.0,0.0,11.4
1981-08-29,38.0,0.0,11.1
1981-08-30,36.0,0.0,12.3
1981-08-31,36.0,5.7,12.9
1981-09-01,36.0,0.2,10.6
1981-09-02,33.1,0.0,10.2
1981-09-03,33.1,1.5,8.0
1981-09-04,34.1,0.3,7.5
1981-09-05,31.3,0.0,10.3
1981-09-06,29.5,0.0,10.6
1981-09-07,29.5,0.0,11.6
1981-09-08,30.4,2.2,10.1
1981-09-09,32.2,4.5,10.6
1981-09-10,36.0,8.1,8.6
1981-09-11,35.0,0.0,10.3
1981-09-12,34.0,8.7,12.1
1981-09-13,36.97,0.0,10.9
1981-09-14,35.0,0.0,7.1
1981-09-15,33.1,0.0,8.1
1981-09-16,32.18,0.0,9.1
1981-09-17,33.1,0.0,9.2
1981-09-18,32.2,28.3,8.9
1981-09-19,44.11,0.4,8.6
1981-09-20,36.0,0.0,10.9
1981-09-21,33.1,9.2,12.4
1981-09-22,46.89,34.7,9.7
1981-09-23,105.3,2.9,10.1
1981-09-24,73.1,20.4,6.7
1981-09-25,68.12,4.9,5.1
1981-09-26,60.3,70.1,6.2
1981-09-27,158.5,0.3,6.6
1981-09-28,101.42,0.6,3.1
1981-09-29,74.4,0.0,4.0
1981-09-30,62.2,0.0,3.8
1981-10-01,56.7,2.5,6.7
1981-10-02,55.4,4.2,3.9
1981-10-03,54.6,10.9,2.0
1981-10-04,56.45,0.0,5.6
1981-10-05,51.2,0.0,8.7
1981-10-06,49.0,0.0,11.6
1981-10-07,47.12,0.0,8.7
1981-10-08,45.4,0.0,6.9
1981-10-09,44.4,6.8,5.7
1981-10-10,44.99,22.7,6.4
1981-10-11,67.3,7.0,6.8
1981-10-12,81.7,15.3,0.6
1981-10-13,95.63,0.0,4.3
1981-10-14,76.4,6.5,1.4
1981-10-15,69.8,1.0,8.4
1981-10-16,61.91,0.0,5.8
1981-10-17,56.7,0.0,8.1
1981-10-18,50.6,1.9,8.4
1981-10-19,48.95,0.0,6.1
1981-10-20,47.7,5.1,3.7
1981-10-21,47.7,0.6,2.5
1981-10-22,45.99,0.0,-1.8
1981-10-23,43.2,0.0,-4.2
1981-10-24,41.1,0.0,-3.2
1981-10-25,38.49,23.1,-3.8
1981-10-26,40.6,2.4,-3.2
1981-10-27,39.0,0.0,-2.4
1981-10-28,37.47,0.0,-2.2
1981-10-29,37.0,0.0,-0.5
1981-10-30,37.0,4.0,-1.0
1981-10-31,36.97,0.0,4.8
1981-11-01,35.7,0.0,3.4
1981-11-02,35.5,0.0,6.3
1981-11-03,35.49,0.0,7.5
1981-11-04,35.0,0.0,7.6
1981-11-05,35.0,0.0,3.9
1981-11-06,34.05,0.0,0.0
1981-11-07,33.6,0.0,-2.5
1981-11-08,30.2,0.0,-4.4
1981-11-09,29.5,0.0,-4.8
1981-11-10,29.1,0.0,-6.3
1981-11-11,28.4,0.0,-7.5
1981-11-12,28.39,0.0,-3.3
1981-11-13,28.0,0.0,-2.7
1981-11-14,27.2,0.0,-2.2
1981-11-15,25.33,0.0,-5.8
1981-11-16,25.2,0.0,-4.9
1981-11-17,25.2,0.0,-4.3
1981-11-18,25.2,0.0,-1.7
1981-11-19,24.9,0.0,-0.1
1981-11-20,24.4,0.0,-0.3
1981-11-21,24.85,0.0,-0.2
1981-11-22,22.8,0.0,0.2
1981-11-23,23.5,0.0,-1.2
1981-11-24,23.49,0.0,-0.8
1981-11-25,23.5,0.0,-1.9
1981-11-26,23.2,0.0,-4.2
1981-11-27,23.16,20.4,-3.6
1981-11-28,23.5,7.7,-3.5
1981-11-29,21.2,0.2,-7.7
1981-11-30,21.85,10.4,-6.5
1981-12-01,22.5,0.7,-3.7
1981-12-02,21.9,0.2,-7.9
1981-12-03,21.21,0.0,-9.4
1981-12-04,21.2,0.0,-9.6
1981-12-05,21.2,0.0,-5.6
1981-12-06,19.66,7.2,-8.5
1981-12-07,20.6,5.0,-6.3
1981-12-08,20.6,21.9,-3.0
1981-12-09,23.83,0.7,-1.0
1981-12-10,21.2,2.7,-1.8
1981-12-11,23.4,39.9,-3.1
1981-12-12,26.81,8.8,-3.4
1981-12-13,22.5,34.3,-7.0
1981-12-14,21.9,18.8,-6.8
1981-12-15,21.85,39.8,-4.8
1981-12-16,23.2,6.8,-3.2
1981-12-17,22.5,13.9,-3.8
1981-12-18,23.16,19.1,-6.5
1981-12-19,22.5,0.3,-8.2
1981-12-20,18.8,1.2,-12.7
1981-12-21,21.21,13.7,-10.6
1981-12-22,21.2,0.0,-8.1
1981-12-23,21.2,9.8,-12.0
1981-12-24,21.85,11.7,-7.6
1981-12-25,21.2,0.0,-8.9
1981-12-26,20.0,0.0,-12.6
1981-12-27,20.64,2.6,-10.3
1981-12-28,20.6,26.9,-5.8
1981-12-29,20.6,5.8,-6.8
1981-12-30,21.85,35.8,-3.8
1981-12-31,24.4,20.9,-3.4
1982-01-01,25.8,3.7,-3.3
1982-01-02,23.83,0.0,-5.0
1982-01-03,21.9,0.0,-3.0
1982-01-04,21.5,0.0,-3.7
1982-01-05,21.72,23.9,-4.6
1982-01-06,32.2,35.6,-2.8
1982-01-07,34.4,1.1,-1.7
1982-01-08,29.35,0.0,-4.5
1982-01-09,27.8,0.0,-2.7
1982-01-10,25.5,0.2,-3.9
1982-01-11,25.2,0.0,-3.0
1982-01-12,25.3,0.2,-4.2
1982-01-13,24.9,0.0,-3.4
1982-01-14,24.17,1.0,-2.5
1982-01-15,23.9,0.0,-1.3
1982-01-16,23.8,0.0,0.4
1982-01-17,22.04,0.0,0.2
1982-01-18,22.7,0.0,-0.7
1982-01-19,22.9,0.0,-0.8
1982-01-20,22.57,0.0,-2.0
1982-01-21,22.2,0.0,-3.9
1982-01-22,22.0,0.0,-5.3
1982-01-23,21.85,0.0,-4.4
1982-01-24,19.8,0.0,-7.3
1982-01-25,19.5,0.0,-8.1
1982-01-26,19.36,1.3,-5.9
1982-01-27,20.2,0.3,-5.0
1982-01-28,19.6,0.0,-2.4
1982-01-29,19.42,0.0,-4.4
1982-01-30,19.7,0.0,-2.1
1982-01-31,19.3,0.0,-2.6
1982-02-01,19.6,0.0,-3.7
1982-02-02,19.2,0.0,-3.2
1982-02-03,20.0,0.0,-3.5
1982-02-04,19.3,0.0,-4.5
1982-02-05,19.6,0.0,-2.7
1982-02-06,19.6,0.0,-3.1
1982-02-07,19.2,0.0,-1.5
1982-02-08,18.6,0.0,-3.0
1982-02-09,19.2,0.0,-0.8
1982-02-10,19.5,0.0,-0.2
1982-02-11,20.8,0.0,-2.2
1982-02-12,21.1,0.0,-2.5
1982-02-13,22.8,0.0,-3.5
1982-02-14,20.9,9.9,-4.7
1982-02-15,21.1,0.5,-5.3
1982-02-16,20.3,0.2,-3.0
1982-02-17,20.3,0.0,1.4
1982-02-18,20.2,0.0,4.0
1982-02-19,20.5,0.0,0.6
1982-02-20,21.4,5.2,-1.0
1982-02-21,20.7,0.0,-3.8
1982-02-22,20.3,0.8,-8.2
1982-02-23,21.5,1.0,-8.4
1982-02-24,21.0,0.0,-8.9
1982-02-25,20.5,0.0,-9.1
1982-02-26,20.4,0.0,-9.3
1982-02-27,19.8,0.0,-6.1
1982-02-28,19.0,0.0,-1.4
1982-03-01,20.6,7.3,-0.5
1982-03-02,22.6,3.5,-4.7
1982-03-03,21.4,0.0,-2.4
1982-03-04,21.5,1.4,-1.0
1982-03-05,21.7,0.0,-1.6
1982-03-06,21.2,0.0,-3.2
1982-03-07,20.3,0.0,-4.8
1982-03-08,21.2,0.0,-3.2
1982-03-09,22.2,0.3,-3.6
1982-03-10,21.7,9.7,-4.5
1982-03-11,24.0,0.0,-3.6
1982-03-12,22.9,6.6,-3.1
1982-03-13,22.7,1.6,-4.0
1982-03-14,21.3,0.0,-4.8
1982-03-15,22.0,0.0,-2.9
1982-03-16,23.0,0.9,-2.8
1982-03-17,24.1,19.0,-5.2
1982-03-18,23.4,0.5,-6.1
1982-03-19,23.0,0.5,-5.7
1982-03-20,23.1,4.0,-4.9
1982-03-21,21.2,0.0,-3.9
1982-03-22,21.9,0.0,-4.1
1982-03-23,22.3,1.1,-3.8
1982-03-24,22.1,0.0,-2.3
1982-03-25,21.3,0.0,0.4
1982-03-26,22.2,0.0,-0.3
1982-03-27,23.3,3.5,2.5
1982-03-28,22.0,0.2,0.3
1982-03-29,22.2,0.0,1.6
1982-03-30,23.5,0.5,-1.5
1982-03-31,23.3,0.0,-5.2
1982-04-01,22.9,0.0,0.0
1982-04-02,23.3,0.8,1.9
1982-04-03,24.7,0.0,2.1
1982-04-04,27.8,0.0,4.4
1982-04-05,32.5,0.0,4.6
1982-04-06,38.8,0.0,6.6
1982-04-07,44.0,0.0,5.7
1982-04-08,48.4,1.3,4.8
1982-04-09,51.5,0.0,3.0
1982-04-10,54.0,0.0,1.1
1982-04-11,52.5,0.0,0.7
1982-04-12,53.5,0.0,0.5
1982-04-13,54.5,1.8,0.5
1982-04-14,55.0,0.3,-0.9
1982-04-15,51.5,1.3,1.3
1982-04-16,48.6,0.0,0.1
1982-04-17,46.1,0.8,2.0
1982-04-18,46.2,0.0,3.6
1982-04-19,51.0,0.6,3.2
1982-04-20,53.0,0.0,1.5
1982-04-21,54.5,0.0,0.3
1982-04-22,58.0,0.0,2.0
1982-04-23,63.0,0.0,2.5
1982-04-24,67.5,6.7,-1.6
1982-04-25,59.5,0.8,-0.5
1982-04-26,54.5,0.0,2.4
1982-04-27,55.0,0.0,2.5
1982-04-28,61.5,0.0,3.3
1982-04-29,66.0,0.2,3.1
1982-04-30,72.5,0.0,0.1
1982-05-01,66.0,0.0,0.7
1982-05-02,67.0,0.0,2.4
1982-05-03,71.5,0.0,4.3
1982-05-04,77.5,26.7,4.3
1982-05-05,82.5,15.2,0.5
1982-05-06,77.5,3.3,2.4
1982-05-07,70.5,0.0,-0.5
1982-05-08,63.5,0.2,2.0
1982-05-09,58.5,0.0,2.6
1982-05-10,56.5,0.0,2.3
1982-05-11,58.0,0.0,4.8
1982-05-12,65.0,0.0,8.0
1982-05-13,76.0,0.0,7.8
1982-05-14,97.0,0.0,8.4
1982-05-15,111.0,0.0,9.2
1982-05-16,121.0,0.0,8.1
1982-05-17,121.0,0.0,9.3
1982-05-18,131.0,0.0,6.5
1982-05-19,126.0,3.0,8.1
1982-05-20,142.0,5.4,8.5
1982-05-21,153.0,0.3,8.1
1982-05-22,159.0,1.6,8.8
1982-05-23,168.0,15.2,4.7
1982-05-24,156.0,0.0,5.3
1982-05-25,136.0,0.0,7.0
1982-05-26,142.0,0.0,9.1
1982-05-27,151.0,0.0,8.7
1982-05-28,152.0,0.0,10.1
1982-05-29,154.0,0.6,10.6
1982-05-30,159.0,1.9,9.9
1982-05-31,155.0,0.5,9.6
1982-06-01,144.97,1.7,11.1
1982-06-02,138.1,3.0,8.6
1982-06-03,137.0,8.8,8.7
1982-06-04,147.02,1.7,9.8
1982-06-05,137.0,0.0,10.3
1982-06-06,132.1,0.5,9.7
1982-06-07,142.0,2.1,11.6
1982-06-08,156.9,9.5,13.1
1982-06-09,167.1,2.6,11.3
1982-06-10,165.09,0.9,12.7
1982-06-11,162.9,21.8,9.1
1982-06-12,183.0,4.4,8.2
1982-06-13,154.03,8.2,3.9
1982-06-14,121.2,0.2,4.6
1982-06-15,104.1,1.0,6.5
1982-06-16,99.47,0.0,9.3
1982-06-17,106.2,0.2,11.8
1982-06-18,115.3,0.0,12.6
1982-06-19,117.31,0.0,9.0
1982-06-20,105.1,0.0,11.7
1982-06-21,101.0,0.2,12.9
1982-06-22,96.95,2.1,12.5
1982-06-23,106.2,0.2,13.3
1982-06-24,102.0,0.0,11.2
1982-06-25,92.85,2.0,13.3
1982-06-26,115.3,14.1,11.1
1982-06-27,114.3,0.0,6.5
1982-06-28,88.85,0.0,8.0
1982-06-29,83.9,0.2,9.6
1982-06-30,76.5,0.0,10.2
1982-07-01,75.44,0.0,11.4
1982-07-02,75.4,0.5,15.1
1982-07-03,78.3,0.0,14.8
1982-07-04,75.01,0.0,15.2
1982-07-05,76.9,0.0,16.4
1982-07-06,78.3,0.0,18.8
1982-07-07,77.91,0.0,19.4
1982-07-08,74.0,0.0,16.1
1982-07-09,75.0,0.0,16.7
1982-07-10,71.5,0.0,18.5
1982-07-11,67.2,0.0,17.9
1982-07-12,63.4,0.0,16.2
1982-07-13,61.69,10.8,16.6
1982-07-14,61.7,0.0,14.8
1982-07-15,57.8,0.0,14.9
1982-07-16,55.17,4.0,15.2
1982-07-17,53.9,3.5,12.9
1982-07-18,51.9,0.8,14.8
1982-07-19,51.51,8.1,13.4
1982-07-20,50.2,0.0,15.4
1982-07-21,49.2,4.8,15.6
1982-07-22,50.33,0.0,14.3
1982-07-23,49.1,2.2,12.3
1982-07-24,48.4,1.6,10.1
1982-07-25,44.79,0.0,9.9
1982-07-26,43.0,0.0,10.0
1982-07-27,43.0,1.0,10.5
1982-07-28,42.06,0.0,10.6
1982-07-29,41.2,9.1,11.9
1982-07-30,50.6,37.2,9.9
1982-07-31,80.86,0.7,10.3
1982-08-01,60.0,0.0,12.4
1982-08-02,52.7,5.5,11.3
1982-08-03,51.84,0.3,12.1
1982-08-04,48.5,0.0,11.5
1982-08-05,46.4,0.0,11.6
1982-08-06,45.38,2.0,11.0
1982-08-07,43.2,2.8,9.1
1982-08-08,40.5,0.2,9.6
1982-08-09,39.7,0.0,11.2
1982-08-10,39.9,0.0,12.6
1982-08-11,39.8,0.0,14.2
1982-08-12,40.1,0.0,14.9
1982-08-13,40.4,1.8,16.0
1982-08-14,41.0,0.7,16.0
1982-08-15,40.59,1.4,15.2
1982-08-16,40.4,1.1,14.3
1982-08-17,40.7,0.2,13.2
1982-08-18,39.02,0.0,13.7
1982-08-19,38.7,0.0,14.4
1982-08-20,37.3,2.5,13.0
1982-08-21,36.1,0.0,6.7
1982-08-22,32.8,0.0,7.8
1982-08-23,32.9,0.0,10.2
1982-08-24,33.44,0.0,11.2
1982-08-25,32.8,0.0,10.4
1982-08-26,33.5,26.9,13.0
1982-08-27,47.98,19.3,7.9
1982-08-28,51.5,14.1,8.5
1982-08-29,51.8,0.0,9.2
1982-08-30,42.36,0.0,9.8
1982-08-31,41.0,12.8,8.2
1982-09-01,39.7,7.1,6.7
1982-09-02,36.84,0.0,13.3
1982-09-03,36.5,0.0,12.7
1982-09-04,36.5,0.0,16.4
1982-09-05,36.56,19.9,13.9
1982-09-06,53.1,21.1,10.0
1982-09-07,60.8,2.0,7.2
1982-09-08,49.22,0.0,7.5
1982-09-09,45.6,0.0,10.4
1982-09-10,42.9,0.0,11.3
1982-09-11,40.3,0.0,12.3
1982-09-12,38.0,0.0,13.0
1982-09-13,37.3,0.0,12.8
1982-09-14,36.56,0.0,13.1
1982-09-15,35.6,0.0,12.8
1982-09-16,35.4,0.0,11.6
1982-09-17,34.13,0.0,11.4
1982-09-18,31.0,0.3,10.7
1982-09-19,30.6,0.2,11.5
1982-09-20,30.85,2.7,10.8
1982-09-21,30.8,2.8,10.2
1982-09-22,30.2,3.3,7.6
1982-09-23,29.28,0.0,7.5
1982-09-24,29.5,3.8,4.5
1982-09-25,29.4,8.7,10.6
1982-09-26,46.05,32.7,8.7
1982-09-27,54.7,0.0,7.5
1982-09-28,41.1,0.0,7.0
1982-09-29,37.4,17.5,8.2
1982-09-30,53.6,10.1,7.4
1982-10-01,49.1,0.0,5.7
1982-10-02,42.36,0.0,6.0
1982-10-03,36.6,0.0,7.0
1982-10-04,35.7,17.3,6.3
1982-10-05,43.53,19.0,4.1
1982-10-06,43.5,1.7,-0.2
1982-10-07,40.4,1.9,-0.5
1982-10-08,39.61,7.8,0.5
1982-10-09,38.8,0.0,1.5
1982-10-10,36.2,0.0,2.1
1982-10-11,34.13,7.7,1.8
1982-10-12,35.8,4.2,1.2
1982-10-13,52.8,27.4,2.4
1982-10-14,114.64,5.5,2.0
1982-10-15,69.7,0.0,1.8
1982-10-16,55.6,5.0,0.6
1982-10-17,51.4,4.1,-0.2
1982-10-18,50.6,11.8,1.8
1982-10-19,53.0,0.0,5.0
1982-10-20,49.51,0.0,6.5
1982-10-21,48.1,0.3,7.6
1982-10-22,46.5,5.1,6.6
1982-10-23,47.21,16.3,1.5
1982-10-24,45.6,0.5,2.1
1982-10-25,43.4,0.0,0.0
1982-10-26,41.97,0.0,1.3
1982-10-27,39.9,0.0,1.2
1982-10-28,37.9,0.0,5.1
1982-10-29,37.31,0.0,7.3
1982-10-30,36.8,0.0,6.3
1982-10-31,34.3,0.0,5.6
1982-11-01,33.61,0.0,4.4
1982-11-02,32.9,0.0,2.6
1982-11-03,32.6,0.0,2.4
1982-11-04,32.16,0.0,1.5
1982-11-05,31.7,0.0,1.7
1982-11-06,31.0,0.0,3.1
1982-11-07,28.83,9.4,0.2
