,Q,PS,TS
1978-11-27,16.8,0.3,-5.8
1978-11-28,16.87,0.0,-8.9
1978-11-29,16.9,0.0,-10.3
1978-11-30,16.3,0.0,-10.9
1978-12-01,16.58,0.0,-8.6
1978-12-02,16.3,0.0,-8.2
1978-12-03,15.9,0.0,-5.4
1978-12-04,16.07,3.7,-5.0
1978-12-05,16.5,0.0,-5.0
1978-12-06,16.5,0.0,-4.0
1978-12-07,16.3,2.8,-6.8
1978-12-08,18.2,28.1,-3.8
1978-12-09,21.2,0.0,0.2
1978-12-10,17.01,0.0,0.4
1978-12-11,16.2,7.1,1.6
1978-12-12,17.4,9.5,0.2
1978-12-13,18.09,16.6,-3.5
1978-12-14,17.5,14.8,-3.6
1978-12-15,17.3,20.7,-4.9
1978-12-16,17.26,11.4,-6.0
1978-12-17,16.0,0.0,-5.2
1978-12-18,15.5,0.1,-6.1
1978-12-19,15.97,0.0,-4.4
1978-12-20,16.0,2.5,-6.2
1978-12-21,15.9,2.6,-3.7
1978-12-22,15.88,6.7,-0.7
1978-12-23,15.8,2.2,-4.8
1978-12-24,15.2,7.1,-4.8
1978-12-25,15.2,0.0,-2.7
1978-12-26,15.6,0.0,-3.2
1978-12-27,15.8,19.8,-2.2
1978-12-28,19.32,2.7,0.3
1978-12-29,18.3,23.7,-0.9
1978-12-30,20.0,17.6,-3.0
1978-12-31,19.2,25.6,-1.0
1979-01-01,19.1,1.1,-8.3
1979-01-02,15.6,0.5,-13.1
1979-01-03,16.07,6.3,-12.8
1979-01-04,16.2,7.0,-9.7
1979-01-05,16.0,0.0,-8.9
1979-01-06,15.93,0.0,-7.7
1979-01-07,14.9,0.0,-6.6
1979-01-08,15.2,29.8,-6.6
1979-01-09,16.63,12.6,-6.3
1979-01-10,15.7,18.0,-7.0
1979-01-11,16.1,5.2,-8.2
1979-01-12,15.6,1.4,-11.8
1979-01-13,15.0,0.0,-13.7
1979-01-14,14.1,0.0,-15.2
1979-01-15,13.75,0.0,-15.1
1979-01-16,13.9,0.0,-14.6
1979-01-17,14.2,0.6,-13.3
1979-01-18,14.14,1.0,-10.3
1979-01-19,14.2,8.8,-9.0
1979-01-20,14.4,4.9,-6.5
1979-01-21,13.67,1.1,-5.0
1979-01-22,13.8,3.4,-2.8
1979-01-23,14.9,1.6,-2.2
1979-01-24,15.2,0.0,-2.7
1979-01-25,14.9,0.2,-6.4
1979-01-26,14.7,13.8,-7.4
1979-01-27,18.95,93.1,-3.8
1979-01-28,44.7,18.7,-2.7
1979-01-29,32.9,0.0,-3.8
1979-01-30,25.31,6.8,-5.5
1979-01-31,22.4,0.0,-7.5
1979-02-01,19.6,11.0,-7.7
1979-02-02,20.08,3.2,-5.4
1979-02-03,19.2,0.0,-0.9
1979-02-04,18.3,13.5,-3.2
1979-02-05,20.53,2.2,-3.0
1979-02-06,19.5,1.8,-1.3
1979-02-07,19.8,5.0,-4.5
1979-02-08,19.38,6.2,-2.1
1979-02-09,19.8,12.1,-1.2
1979-02-10,26.4,12.8,-0.4
1979-02-11,30.08,26.6,-3.1
1979-02-12,32.2,1.2,-0.8
1979-02-13,28.2,3.3,-1.6
1979-02-14,26.52,0.0,-1.6
1979-02-15,24.9,8.9,-3.1
1979-02-16,23.6,5.4,-3.2
1979-02-17,22.88,1.4,-5.1
1979-02-18,21.0,0.0,-5.2
1979-02-19,20.7,0.0,-6.5
1979-02-20,21.12,0.0,-4.0
1979-02-21,20.5,0.0,-1.9
1979-02-22,20.1,0.0,-4.1
1979-02-23,19.83,1.1,-5.3
1979-02-24,19.3,0.0,-3.2
1979-02-25,18.2,0.0,-3.2
1979-02-26,18.09,0.0,-7.4
1979-02-27,18.0,0.0,-6.9
1979-02-28,18.2,8.5,-5.4
1979-03-01,18.89,0.1,-5.5
1979-03-02,17.7,0.0,-4.1
1979-03-03,17.6,0.0,-2.4
1979-03-04,17.21,0.0,-0.8
1979-03-05,18.3,2.6,-1.0
1979-03-06,19.3,6.0,-1.3
1979-03-07,18.95,0.9,-3.5
1979-03-08,18.5,0.0,-3.1
1979-03-09,18.3,5.1,-1.7
1979-03-10,18.76,5.6,-0.5
1979-03-11,18.2,0.0,1.1
1979-03-12,21.4,0.0,2.9
1979-03-13,24.72,0.0,2.7
1979-03-14,26.2,16.2,2.6
1979-03-15,29.6,11.2,-1.5
1979-03-16,29.74,0.9,-4.7
1979-03-17,27.2,12.4,-5.2
1979-03-18,25.4,4.6,-4.2
1979-03-19,24.87,17.1,-2.1
1979-03-20,25.7,4.8,-3.8
1979-03-21,24.1,0.0,-2.5
1979-03-22,23.22,0.0,-2.2
1979-03-23,22.7,0.0,-0.4
1979-03-24,22.5,0.3,0.0
1979-03-25,24.79,51.3,-1.9
1979-03-26,40.6,20.5,-0.2
1979-03-27,43.4,2.6,-0.3
1979-03-28,39.7,8.1,-4.4
1979-03-29,35.5,0.0,-4.2
1979-03-30,33.2,0.0,-4.2
1979-03-31,31.29,0.0,-3.4
1979-04-01,29.4,0.0,-2.9
1979-04-02,28.6,0.9,-1.5
1979-04-03,28.6,0.7,-1.0
1979-04-04,28.2,2.8,-4.8
1979-04-05,27.4,1.0,-3.0
1979-04-06,26.6,0.4,-5.1
1979-04-07,25.5,0.0,-4.5
1979-04-08,24.7,0.0,0.4
1979-04-09,24.7,0.0,2.0
1979-04-10,25.5,4.9,3.0
1979-04-11,28.6,15.3,-1.8
1979-04-12,28.2,0.0,0.3
1979-04-13,28.6,0.0,2.4
1979-04-14,29.9,1.9,3.6
1979-04-15,30.3,0.8,4.8
1979-04-16,34.7,0.8,5.6
1979-04-17,36.6,0.9,0.9
1979-04-18,35.6,0.6,-1.0
1979-04-19,37.0,0.0,0.5
1979-04-20,37.5,0.0,-0.7
1979-04-21,39.9,0.0,-0.5
1979-04-22,39.9,0.0,0.8
1979-04-23,40.9,13.0,0.2
1979-04-24,42.3,5.2,0.9
1979-04-25,40.9,0.7,-2.0
1979-04-26,39.4,1.7,-0.9
1979-04-27,38.5,0.6,-0.8
1979-04-28,37.5,0.0,-1.0
1979-04-29,36.6,0.1,-0.2
1979-04-30,37.9,0.8,1.6
1979-05-01,38.6,3.6,3.5
1979-05-02,41.4,7.0,0.6
1979-05-03,39.5,0.0,-3.6
1979-05-04,37.9,0.0,-2.9
1979-05-05,37.2,0.0,-2.5
1979-05-06,36.11,0.0,0.5
1979-05-07,38.7,0.1,1.7
1979-05-08,42.5,0.0,3.2
1979-05-09,45.91,0.0,3.1
1979-05-10,48.0,0.0,4.9
1979-05-11,53.1,0.0,6.6
1979-05-12,66.77,0.0,8.2
1979-05-13,99.8,0.0,10.6
1979-05-14,122.5,0.0,9.4
1979-05-15,118.51,0.3,8.9
1979-05-16,128.2,0.0,7.0
1979-05-17,127.5,1.2,4.9
1979-05-18,117.6,0.5,8.8
1979-05-19,129.3,17.1,11.3
1979-05-20,194.0,32.3,2.8
1979-05-21,181.14,0.0,2.8
1979-05-22,146.3,0.0,7.0
1979-05-23,144.8,1.2,8.9
1979-05-24,159.51,2.5,7.2
1979-05-25,147.3,0.0,4.5
1979-05-26,138.7,5.4,8.3
1979-05-27,143.04,11.8,4.8
1979-05-28,165.7,0.0,8.9
1979-05-29,198.6,0.0,11.3
1979-05-30,227.02,1.1,11.2
1979-05-31,254.2,0.0,13.8
1979-06-01,281.8,3.0,12.7
1979-06-02,274.72,1.5,11.6
1979-06-03,272.4,6.0,12.6
1979-06-04,288.7,2.9,11.8
1979-06-05,286.47,4.5,10.0
1979-06-06,268.4,4.0,8.4
1979-06-07,249.0,0.0,9.5
1979-06-08,248.63,0.0,9.5
1979-06-09,247.8,0.1,11.5
1979-06-10,243.5,0.3,10.2
1979-06-11,223.82,0.1,12.3
1979-06-12,227.7,0.0,11.6
1979-06-13,225.8,4.8,10.9
1979-06-14,227.24,0.4,8.3
1979-06-15,198.1,7.2,4.0
1979-06-16,156.6,0.1,2.3
1979-06-17,125.86,0.0,4.4
1979-06-18,116.7,0.2,6.9
1979-06-19,126.0,7.8,7.7
1979-06-20,141.7,0.0,8.1
1979-06-21,146.7,0.0,10.2
1979-06-22,157.7,0.2,10.2
1979-06-23,148.47,0.0,11.1
1979-06-24,153.6,0.3,11.1
1979-06-25,155.5,0.0,13.0
1979-06-26,168.08,0.6,14.3
1979-06-27,175.7,8.8,12.4
1979-06-28,176.9,0.9,12.3
1979-06-29,158.37,0.0,12.5
1979-06-30,160.6,0.0,11.7
1979-07-01,152.2,0.1,10.1
1979-07-02,140.79,0.1,7.7
1979-07-03,124.8,0.2,6.6
1979-07-04,109.1,0.0,7.3
1979-07-05,98.64,5.1,9.6
1979-07-06,99.0,0.0,10.8
1979-07-07,94.1,0.0,11.8
1979-07-08,95.35,0.0,11.0
1979-07-09,94.5,0.0,12.1
1979-07-10,97.8,0.0,13.5
1979-07-11,99.03,2.8,13.6
1979-07-12,97.4,12.7,14.5
1979-07-13,110.8,2.0,11.8
1979-07-14,100.55,0.0,10.7
1979-07-15,95.1,0.0,12.6
1979-07-16,88.6,0.0,12.6
1979-07-17,84.81,0.0,13.0
1979-07-18,82.9,0.0,14.1
1979-07-19,83.4,6.9,14.1
1979-07-20,83.14,3.0,13.6
1979-07-21,79.9,0.0,12.1
1979-07-22,75.4,0.0,10.6
1979-07-23,71.88,0.0,8.9
1979-07-24,68.0,0.0,9.1
1979-07-25,64.3,0.0,11.5
1979-07-26,61.52,0.0,12.8
1979-07-27,59.5,0.0,15.1
1979-07-28,58.4,0.0,16.2
1979-07-29,60.37,2.9,15.4
1979-07-30,62.5,3.5,16.2
1979-07-31,69.4,1.4,13.9
1979-08-01,66.0,0.0,14.8
1979-08-02,62.4,7.2,13.8
1979-08-03,67.4,13.9,14.6
1979-08-04,74.9,0.0,13.3
1979-08-05,64.2,1.0,12.8
1979-08-06,60.4,0.0,15.4
1979-08-07,58.3,0.0,15.6
1979-08-08,54.3,0.0,13.2
1979-08-09,51.2,0.2,10.9
1979-08-10,49.9,0.0,9.3
1979-08-11,47.5,0.1,8.0
1979-08-12,45.1,0.0,10.5
1979-08-13,44.0,0.0,11.9
1979-08-14,45.1,0.0,13.4
1979-08-15,45.1,2.7,14.2
1979-08-16,47.5,4.6,6.7
1979-08-17,47.5,0.4,8.9
1979-08-18,45.1,10.9,7.5
1979-08-19,42.9,0.0,8.5
1979-08-20,40.7,0.3,8.9
1979-08-21,39.6,0.0,9.6
1979-08-22,38.5,0.0,11.8
1979-08-23,36.4,22.1,11.2
1979-08-24,47.5,5.2,8.3
1979-08-25,39.6,3.7,5.0
1979-08-26,36.4,0.1,7.5
1979-08-27,34.4,0.0,6.8
1979-08-28,33.5,0.0,7.6
1979-08-29,33.5,6.7,9.9
1979-08-30,32.5,5.1,8.6
1979-08-31,32.5,0.0,11.4
1979-09-01,32.5,0.0,12.8
1979-09-02,31.7,0.4,11.4
1979-09-03,31.7,0.0,10.2
1979-09-04,31.7,0.0,8.7
1979-09-05,30.8,0.0,10.2
1979-09-06,30.8,0.0,11.8
1979-09-07,31.2,0.0,10.3
1979-09-08,31.2,0.0,9.8
1979-09-09,30.0,9.3,10.7
1979-09-10,30.0,3.8,10.2
1979-09-11,32.5,0.0,10.8
1979-09-12,30.0,0.0,11.2
1979-09-13,29.6,0.0,12.0
1979-09-14,29.6,2.9,9.8
1979-09-15,29.6,0.0,9.6
1979-09-16,28.5,0.0,9.3
1979-09-17,28.1,0.0,11.6
1979-09-18,28.1,0.0,10.2
1979-09-19,27.7,0.0,11.6
1979-09-20,28.3,10.7,8.0
1979-09-21,31.2,11.7,4.8
1979-09-22,31.7,4.3,3.7
1979-09-23,28.5,1.1,2.1
1979-09-24,27.0,0.0,3.1
1979-09-25,27.0,0.0,2.4
1979-09-26,26.2,0.0,4.1
1979-09-27,25.5,0.0,7.0
1979-09-28,26.2,0.0,7.4
1979-09-29,25.5,0.0,8.2
1979-09-30,24.5,0.0,8.9
1979-10-01,24.4,0.0,8.4
1979-10-02,24.8,0.0,7.6
1979-10-03,24.4,0.0,7.6
1979-10-04,24.1,26.7,8.1
1979-10-05,29.0,5.3,3.9
1979-10-06,27.7,1.8,4.7
1979-10-07,25.5,0.2,3.8
1979-10-08,24.8,0.0,7.3
1979-10-09,24.4,0.0,8.7
1979-10-10,24.1,22.8,8.2
1979-10-11,36.2,11.2,4.8
1979-10-12,37.3,12.4,4.1
1979-10-13,39.6,63.3,2.1
1979-10-14,84.9,37.4,2.5
1979-10-15,119.0,31.0,4.1
1979-10-16,103.0,56.9,1.4
1979-10-17,128.0,0.3,4.6
1979-10-18,89.0,0.0,3.8
1979-10-19,72.6,0.0,4.5
1979-10-20,65.2,0.9,7.1
1979-10-21,59.7,2.8,4.4
1979-10-22,64.0,13.5,3.3
1979-10-23,87.8,5.9,2.6
1979-10-24,79.6,0.0,3.5
1979-10-25,70.1,2.2,5.1
1979-10-26,65.2,4.3,-2.6
1979-10-27,59.7,4.4,-1.6
1979-10-28,55.6,0.0,2.4
1979-10-29,52.4,0.0,0.5
1979-10-30,51.2,0.0,0.1
1979-10-31,48.7,0.0,-0.9
1979-11-01,46.3,0.0,1.3
1979-11-02,45.1,0.0,0.9
1979-11-03,42.9,0.0,-1.2
1979-11-04,39.6,0.9,-1.8
1979-11-05,38.5,7.5,-0.7
1979-11-06,38.5,10.7,-2.3
1979-11-07,38.5,2.8,2.0
1979-11-08,37.5,0.0,2.6
1979-11-09,37.5,8.8,2.6
1979-11-10,37.5,0.6,0.0
1979-11-11,33.5,0.0,-2.9
1979-11-12,31.7,0.0,-5.9
1979-11-13,32.5,9.2,-6.2
1979-11-14,33.5,23.6,-4.9
1979-11-15,33.5,2.2,-5.4
1979-11-16,32.1,0.0,-7.9
1979-11-17,30.8,0.0,-6.9
1979-11-18,29.2,0.4,-4.6
1979-11-19,29.2,0.0,-3.9
1979-11-20,29.2,0.0,-6.3
1979-11-21,29.2,0.0,-6.1
1979-11-22,28.5,0.0,-3.6
1979-11-23,28.5,0.0,-4.7
1979-11-24,28.1,0.0,-5.8
1979-11-25,26.6,0.0,-5.7
1979-11-26,25.9,0.0,-2.5
1979-11-27,27.0,0.0,-1.3
1979-11-28,27.0,0.0,3.7
1979-11-29,27.0,0.0,5.8
1979-11-30,27.0,0.0,2.7
1979-12-01,26.0,0.0,1.5
1979-12-02,24.2,0.0,0.2
1979-12-03,24.6,0.0,1.1
1979-12-04,24.9,0.0,1.6
1979-12-05,24.89,0.0,3.0
1979-12-06,24.7,0.0,1.4
1979-12-07,24.7,0.0,-1.6
1979-12-08,24.43,2.4,-5.5
1979-12-09,23.4,0.4,-1.5
1979-12-10,23.8,26.2,-3.2
1979-12-11,27.32,19.7,-0.6
1979-12-12,26.2,1.7,-3.0
1979-12-13,24.3,13.5,-4.7
1979-12-14,27.83,21.1,-4.2
1979-12-15,28.5,19.3,-4.6
1979-12-16,25.0,16.1,-5.9
1979-12-17,24.72,1.4,-3.4
1979-12-18,25.5,9.9,-3.5
1979-12-19,25.0,5.0,-8.1
1979-12-20,23.47,0.0,-10.4
1979-12-21,23.2,15.0,-7.6
1979-12-22,24.3,2.9,-3.6
1979-12-23,22.98,1.8,-7.2
1979-12-24,23.0,0.3,-6.5
1979-12-25,22.2,3.3,-6.5
1979-12-26,22.98,0.0,-3.2
1979-12-27,22.3,4.3,-4.9
1979-12-28,22.9,9.4,-8.0
1979-12-29,22.39,25.3,-11.6
1979-12-30,21.8,16.3,-6.4
1979-12-31,21.6,0.3,-8.2
1980-01-01,20.91,0.0,-13.8
1980-01-02,20.6,0.2,-13.2
1980-01-03,20.6,0.4,-12.6
1980-01-04,20.3,0.6,-11.2
1980-01-05,21.4,2.8,-6.8
1980-01-06,19.8,0.0,-8.8
1980-01-07,19.33,0.0,-9.9
1980-01-08,19.2,0.4,-10.2
1980-01-09,19.9,0.1,-10.0
1980-01-10,19.89,0.0,-6.5
1980-01-11,19.8,0.0,-10.0
1980-01-12,19.3,0.2,-11.1
1980-01-13,18.63,0.0,-5.2
1980-01-14,18.6,0.5,-4.3
1980-01-15,18.8,4.8,-3.8
1980-01-16,19.32,1.4,-8.1
1980-01-17,19.1,0.0,-7.4
1980-01-18,18.9,0.1,-3.2
1980-01-19,18.81,0.0,-3.0
1980-01-20,18.1,2.3,-6.2
1980-01-21,17.9,13.9,-7.5
1980-01-22,19.01,18.2,-5.9
1980-01-23,19.6,26.5,-4.5
1980-01-24,21.8,5.3,-4.0
1980-01-25,22.32,0.2,-0.7
1980-01-26,21.5,0.0,-3.7
1980-01-27,19.4,0.0,-8.0
1980-01-28,18.69,0.0,-6.7
1980-01-29,19.2,0.0,-2.8
1980-01-30,19.2,0.0,-5.4
1980-01-31,20.26,22.3,-6.5
1980-02-01,21.5,2.1,-3.2
1980-02-02,20.5,12.0,-7.2
1980-02-03,19.79,27.2,-3.4
1980-02-04,20.8,13.8,-3.5
1980-02-05,24.8,3.9,0.9
1980-02-06,27.19,0.6,-1.5
1980-02-07,24.7,0.0,-0.7
1980-02-08,23.9,0.0,-1.4
1980-02-09,23.81,0.0,-0.4
1980-02-10,23.1,1.8,-2.7
1980-02-11,22.5,0.0,-2.1
1980-02-12,22.49,0.0,-4.0
1980-02-13,22.6,0.0,-2.6
1980-02-14,22.5,0.0,-3.1
1980-02-15,22.71,0.0,-3.8
1980-02-16,22.5,1.3,-3.2
1980-02-17,21.8,0.0,-2.8
1980-02-18,21.27,0.0,-2.0
1980-02-19,21.9,0.1,-2.3
1980-02-20,21.3,0.0,-4.3
1980-02-21,20.91,0.5,-4.4
1980-02-22,21.0,0.3,-5.6
1980-02-23,20.8,0.1,-1.8
1980-02-24,19.45,0.0,0.5
1980-02-25,19.1,0.0,0.4
1980-02-26,19.4,0.0,0.4
1980-02-27,19.85,0.0,1.6
1980-02-28,20.0,0.0,-0.3
1980-02-29,20.7,0.0,-3.4
1980-03-01,21.53,0.0,0.4
1980-03-02,21.3,0.0,0.1
1980-03-03,21.9,0.0,-1.1
1980-03-04,22.33,0.0,-3.0
1980-03-05,22.4,0.0,-0.9
1980-03-06,22.4,7.0,-3.6
1980-03-07,23.3,6.7,-2.9
1980-03-08,23.0,3.2,-4.9
1980-03-09,20.8,0.7,-4.4
1980-03-10,20.7,0.2,-3.7
1980-03-11,20.9,1.5,-4.2
1980-03-12,20.5,0.0,-2.6
1980-03-13,21.65,36.0,-5.8
1980-03-14,21.9,6.1,-5.7
1980-03-15,21.4,0.1,-5.2
1980-03-16,19.94,0.0,-4.6
1980-03-17,20.5,0.0,-3.2
1980-03-18,20.9,0.0,-1.3
1980-03-19,21.26,4.8,-1.0
1980-03-20,22.1,9.9,-4.8
1980-03-21,21.8,0.6,-2.5
1980-03-22,21.95,3.2,-3.3
1980-03-23,20.3,0.0,-3.1
1980-03-24,20.3,0.0,-2.8
1980-03-25,21.17,9.9,-1.0
1980-03-26,21.5,8.9,-2.2
1980-03-27,23.6,4.6,-0.4
1980-03-28,25.33,2.9,2.8
1980-03-29,28.9,0.2,3.3
1980-03-30,30.1,0.0,1.3
1980-03-31,30.28,0.4,1.2
1980-04-01,33.4,2.3,4.3
1980-04-02,38.2,0.0,2.1
1980-04-03,39.06,0.0,-2.8
1980-04-04,37.0,0.5,-2.7
1980-04-05,35.5,0.2,-1.2
1980-04-06,33.0,0.4,-2.1
1980-04-07,31.6,0.0,-2.5
1980-04-08,31.9,1.8,-2.2
1980-04-09,31.49,0.0,-0.1
1980-04-10,30.5,0.0,-3.2
1980-04-11,30.4,0.0,-0.5
1980-04-12,31.13,0.0,0.1
1980-04-13,31.7,0.0,2.8
1980-04-14,33.5,0.8,4.6
1980-04-15,36.63,7.2,0.2
1980-04-16,36.4,1.3,0.9
1980-04-17,36.8,0.5,2.8
1980-04-18,39.69,0.3,3.3
1980-04-19,46.0,0.0,2.6
1980-04-20,54.2,1.1,0.6
1980-04-21,47.15,0.6,-2.8
1980-04-22,42.5,0.0,-4.5
1980-04-23,40.4,0.0,-2.5
1980-04-24,39.22,0.0,-1.3
1980-04-25,40.1,0.0,-1.3
1980-04-26,40.2,0.1,0.0
1980-04-27,40.66,0.0,-0.5
1980-04-28,40.1,0.0,0.4
1980-04-29,40.8,1.8,0.9
1980-04-30,40.48,2.9,2.3
1980-05-01,41.4,1.1,4.0
1980-05-02,39.8,0.0,4.2
1980-05-03,43.91,9.0,4.2
1980-05-04,49.8,17.2,1.5
1980-05-05,53.5,0.5,3.3
1980-05-06,55.33,6.1,2.6
1980-05-07,54.1,0.0,5.2
1980-05-08,59.2,16.6,2.3
1980-05-09,57.11,0.1,2.3
1980-05-10,54.6,0.2,2.9
1980-05-11,55.2,0.0,6.2
1980-05-12,62.11,0.0,7.8
1980-05-13,73.0,3.6,6.1
1980-05-14,71.4,0.0,3.9
1980-05-15,67.32,6.9,3.1
1980-05-16,64.5,0.8,0.6
1980-05-17,59.6,0.0,1.6
1980-05-18,54.49,2.3,2.4
1980-05-19,54.5,0.2,3.3
1980-05-20,54.9,0.8,3.7
1980-05-21,60.48,3.6,2.7
1980-05-22,61.3,1.7,3.0
1980-05-23,60.9,1.1,5.3
1980-05-24,63.02,0.0,5.2
1980-05-25,71.8,0.3,5.3
1980-05-26,79.7,4.5,6.1
1980-05-27,83.96,4.7,3.5
1980-05-28,81.0,5.9,3.9
1980-05-29,81.5,5.2,1.7
1980-05-30,76.63,0.0,2.5
1980-05-31,70.5,2.8,0.0
1980-06-01,66.4,0.4,2.0
1980-06-02,63.27,0.0,3.9
1980-06-03,66.4,0.0,5.7
1980-06-04,81.1,0.0,10.2
1980-06-05,112.42,0.0,10.9
1980-06-06,152.2,0.1,10.9
1980-06-07,180.6,10.3,6.9
1980-06-08,172.47,6.3,7.1
1980-06-09,170.8,10.3,7.3
1980-06-10,172.0,2.9,4.6
1980-06-11,148.88,0.0,7.1
1980-06-12,158.0,0.0,10.2
1980-06-13,195.7,0.0,15.5
1980-06-14,241.36,2.0,16.6
1980-06-15,265.0,0.2,8.8
1980-06-16,222.0,0.0,9.8
1980-06-17,209.13,5.6,6.9
1980-06-18,171.2,0.2,6.1
1980-06-19,152.6,0.0,8.4
1980-06-20,172.96,0.0,9.3
1980-06-21,187.6,0.2,7.5
1980-06-22,169.5,0.9,7.0
1980-06-23,148.88,14.2,3.8
1980-06-24,127.9,3.2,3.5
1980-06-25,108.1,3.9,4.0
1980-06-26,94.76,5.0,4.8
1980-06-27,86.7,0.0,4.1
1980-06-28,80.0,0.2,5.5
1980-06-29,81.53,0.2,8.4
1980-06-30,89.2,0.0,6.8
1980-07-01,94.0,0.7,8.0
1980-07-02,93.85,0.0,5.7
1980-07-03,93.7,0.0,7.0
1980-07-04,92.4,0.3,8.3
1980-07-05,100.68,1.0,10.6
1980-07-06,119.7,5.0,10.1
1980-07-07,127.2,14.2,10.0
1980-07-08,218.83,66.7,5.5
1980-07-09,242.2,3.9,6.2
1980-07-10,165.9,0.7,5.0
1980-07-11,127.67,0.6,5.6
1980-07-12,108.9,0.0,6.0
1980-07-13,104.1,0.0,8.0
1980-07-14,106.01,3.1,10.0
1980-07-15,114.7,6.2,9.6
1980-07-16,115.7,0.0,9.6
1980-07-17,113.06,0.0,8.2
1980-07-18,109.5,0.0,9.0
1980-07-19,109.7,0.0,11.3
1980-07-20,114.26,9.7,12.2
1980-07-21,118.1,0.0,6.6
1980-07-22,99.6,0.0,8.2
1980-07-23,94.76,0.0,12.1
1980-07-24,98.3,0.0,14.9
1980-07-25,100.5,0.0,15.2
1980-07-26,106.01,0.1,15.0
1980-07-27,103.9,0.1,13.4
1980-07-28,99.6,0.0,14.1
1980-07-29,99.37,0.0,13.4
1980-07-30,94.2,0.0,12.4
1980-07-31,89.4,0.0,12.6
1980-08-01,84.97,0.0,14.8
1980-08-02,83.9,0.0,16.6
1980-08-03,83.4,0.1,17.8
1980-08-04,86.72,0.0,17.2
1980-08-05,87.4,0.0,15.9
1980-08-06,83.2,0.0,14.4
1980-08-07,81.87,3.2,16.0
1980-08-08,81.5,2.2,12.4
1980-08-09,74.7,0.0,12.3
1980-08-10,68.74,0.0,14.1
1980-08-11,66.4,0.0,13.6
1980-08-12,65.3,0.0,11.0
1980-08-13,61.98,0.0,10.8
1980-08-14,60.1,0.8,13.1
1980-08-15,58.9,9.6,13.6
1980-08-16,62.88,2.3,9.3
1980-08-17,57.2,0.0,10.4
1980-08-18,54.0,0.0,12.6
1980-08-19,52.67,0.2,13.0
1980-08-20,51.6,0.0,13.1
1980-08-21,50.4,0.0,14.8
1980-08-22,51.25,0.0,13.2
1980-08-23,48.6,0.0,10.0
1980-08-24,44.5,0.0,8.7
1980-08-25,42.07,0.0,10.1
1980-08-26,43.0,6.8,9.2
1980-08-27,48.9,29.1,7.8
1980-08-28,68.74,0.1,10.5
1980-08-29,58.0,0.2,11.6
1980-08-30,53.7,0.2,12.1
1980-08-31,49.02,0.0,8.5
1980-09-01,46.0,0.0,7.5
1980-09-02,43.5,0.0,9.3
1980-09-03,41.85,0.0,9.6
1980-09-04,40.8,0.0,9.6
1980-09-05,41.0,8.6,9.8
1980-09-06,43.73,0.0,8.3
1980-09-07,39.7,0.0,9.6
1980-09-08,39.1,0.6,10.8
1980-09-09,39.09,0.2,10.3
1980-09-10,38.1,0.0,6.3
1980-09-11,37.1,0.0,8.6
1980-09-12,36.69,0.0,10.4
1980-09-13,36.5,0.0,9.8
1980-09-14,34.7,0.0,8.6
1980-09-15,34.66,0.0,11.1
1980-09-16,34.2,0.0,11.2
1980-09-17,33.3,0.0,11.1
1980-09-18,32.6,0.0,11.6
1980-09-19,32.2,0.0,11.3
1980-09-20,32.6,11.1,12.8
1980-09-21,37.88,30.8,8.6
1980-09-22,85.5,22.4,10.1
1980-09-23,73.2,0.0,7.9
1980-09-24,53.33,0.0,8.6
1980-09-25,45.9,0.0,9.6
1980-09-26,42.2,0.0,9.6
1980-09-27,39.71,0.1,9.0
1980-09-28,36.7,0.0,9.6
1980-09-29,36.2,0.0,9.3
1980-09-30,35.42,0.0,9.7
1980-10-01,34.2,0.0,8.8
1980-10-02,33.2,0.0,6.3
1980-10-03,33.25,0.0,8.7
1980-10-04,32.1,0.0,7.4
1980-10-05,29.7,0.0,8.1
1980-10-06,30.09,0.0,6.5
1980-10-07,30.5,40.2,5.3
1980-10-08,40.0,1.2,2.8
1980-10-09,34.66,1.9,-1.5
1980-10-10,32.5,25.7,-1.7
1980-10-11,35.8,15.4,-2.7
1980-10-12,33.71,0.0,1.5
1980-10-13,31.7,0.0,-1.1
1980-10-14,30.9,0.0,-1.1
1980-10-15,30.53,20.5,-0.8
1980-10-16,51.0,29.3,4.6
1980-10-17,77.8,10.5,2.3
1980-10-18,63.18,0.9,-1.3
1980-10-19,47.9,0.0,-0.5
1980-10-20,42.5,0.0,-0.8
1980-10-21,40.03,0.0,1.4
1980-10-22,39.1,0.2,1.5
1980-10-23,38.1,2.0,-2.0
1980-10-24,38.48,34.7,-1.0
1980-10-25,49.1,0.4,1.0
1980-10-26,39.5,0.0,0.2
1980-10-27,38.08,0.0,2.2
1980-10-28,37.7,0.0,5.8
1980-10-29,36.7,0.0,6.6
1980-10-30,36.69,0.0,2.6
1980-10-31,35.8,0.0,2.2
1980-11-01,34.2,0.0,1.0
1980-11-02,32.33,3.1,1.2
1980-11-03,31.8,0.8,-7.1
1980-11-04,31.8,2.4,-3.8
1980-11-05,31.42,0.4,-1.0
1980-11-06,30.5,1.9,-1.6
1980-11-07,30.0,1.9,-1.4
1980-11-08,28.7,9.6,-1.6
1980-11-09,29.6,2.4,-0.5
1980-11-10,27.9,0.0,-0.2
1980-11-11,27.03,0.9,-3.0
1980-11-12,28.3,34.8,-5.6
1980-11-13,27.4,0.9,-3.5
1980-11-14,26.62,0.0,-4.8
1980-11-15,26.6,0.0,-1.2
